Nucleo,dis_bomberos_drive_08:30,dis_bomberos_drive_11:00,dis_bomberos_transit_08:30,dis_bomberos_transit_11:00,dis_csmental_drive_08:30,dis_csmental_drive_11:00,dis_csmental_transit_08:30,dis_csmental_transit_11:00,dis_hospt2_1_drive_08:30,dis_hospt2_1_drive_11:00,dis_hospt2_1_transit_08:30,dis_hospt2_1_transit_11:00,dis_hospt2_2_drive_08:30,dis_hospt2_2_drive_11:00,dis_hospt2_2_transit_08:30,dis_hospt2_2_transit_11:00,dis_hospt2_3_drive_08:30,dis_hospt2_3_drive_11:00,dis_hospt2_3_transit_08:30,dis_hospt2_3_transit_11:00,dis_hospt2_4_drive_08:30,dis_hospt2_4_drive_11:00,dis_hospt2_4_transit_08:30,dis_hospt2_4_transit_11:00,dis_hospt3_1_drive_08:30,dis_hospt3_1_drive_11:00,dis_hospt3_1_transit_08:30,dis_hospt3_1_transit_11:00,dis_hospt3_2_drive_08:30,dis_hospt3_2_drive_11:00,dis_hospt3_2_transit_08:30,dis_hospt3_2_transit_11:00,dis_hospt3_3_drive_08:30,dis_hospt3_3_drive_11:00,dis_hospt3_3_transit_08:30,dis_hospt3_3_transit_11:00,dis_juzgados_drive_08:30,dis_juzgados_drive_11:00,dis_juzgados_transit_08:30,dis_juzgados_transit_11:00,dur_bomberos_drive_08:30,dur_bomberos_drive_11:00,dur_bomberos_transit_08:30,dur_bomberos_transit_11:00,dur_csmental_drive_08:30,dur_csmental_drive_11:00,dur_csmental_transit_08:30,dur_csmental_transit_11:00,dur_hospt2_1_drive_08:30,dur_hospt2_1_drive_11:00,dur_hospt2_1_transit_08:30,dur_hospt2_1_transit_11:00,dur_hospt2_2_drive_08:30,dur_hospt2_2_drive_11:00,dur_hospt2_2_transit_08:30,dur_hospt2_2_transit_11:00,dur_hospt2_3_drive_08:30,dur_hospt2_3_drive_11:00,dur_hospt2_3_transit_08:30,dur_hospt2_3_transit_11:00,dur_hospt2_4_drive_08:30,dur_hospt2_4_drive_11:00,dur_hospt2_4_transit_08:30,dur_hospt2_4_transit_11:00,dur_hospt3_1_drive_08:30,dur_hospt3_1_drive_11:00,dur_hospt3_1_transit_08:30,dur_hospt3_1_transit_11:00,dur_hospt3_2_drive_08:30,dur_hospt3_2_drive_11:00,dur_hospt3_2_transit_08:30,dur_hospt3_2_transit_11:00,dur_hospt3_3_drive_08:30,dur_hospt3_3_drive_11:00,dur_hospt3_3_transit_08:30,dur_hospt3_3_transit_11:00,dur_juzgados_drive_08:30,dur_juzgados_drive_11:00,dur_juzgados_transit_08:30,dur_juzgados_transit_11:00,mean_dis_bomberos,mean_dis_csmental,mean_dis_hospt2,mean_dis_hospt3,mean_dis_juzgados,mean_dur_bomberos,mean_dur_csmental,mean_dur_hospt2,mean_dur_hospt3,mean_dur_juzgados,mean_dis_all,mean_dur_all
1830201,16491,16491,25579,25579,15066,15066,27136,24197,36764,36764,43874,30724,,,,,,,,,,,,,53603,53603,55507,55507,53520,53520,55664,55664,36536,36536,46777,47159,12450,12450,20419,20419,1576,1603,4442,4442,1609,1656,4734,4190,2805,2888,6697,5248,,,,,,,,,,,,,3740,3260,4296,4296,3746,3255,4451,4451,2470,2411,4789,5102,1170,1175,3566,3566,21035.0,20366.25,37031.5,50299.666666666664,16434.5,3015.75,3047.25,4409.5,3855.5833333333335,2369.25,29033.38333333333,3339.4666666666662
1830301,15915,15915,19351,19351,10131,10131,20908,12209,36188,36188,37646,31831,,,,,,,,,,,,,53071,53071,56336,60809,52989,52989,56493,60966,36005,36005,48685,52461,11257,11257,14191,11103,1251,1308,3391,3391,903,962,3683,5104,2505,2588,5646,6070,,,,,,,,,,,,,3518,3021,6550,5016,3572,3036,6705,5171,2269,2181,6598,5822,808,832,2515,4169,17633.0,13344.75,35463.25,51656.666666666664,11952.0,2335.25,2663.0,4202.25,4454.916666666667,2081.0,26009.93333333333,3147.2833333333338
0802201,1008,1008,945,1227,2153,2153,1865,1865,30943,30943,31471,35580,,,,,,,,,,,,,15722,15722,17540,15733,15639,15639,17711,15904,3308,3308,3618,4743,10840,10840,11427,11427,167,163,753,456,335,332,678,678,1604,1626,4499,5342,,,,,,,,,,,,,1643,1125,3002,3018,1636,1163,3160,3176,482,502,1008,980,740,731,1977,1882,1047.0,2009.0,32234.25,12048.916666666666,11133.5,384.75,505.75,3267.75,1741.25,1332.5,11694.533333333333,1446.4
0804201,9187,9187,11876,11876,7015,7015,6593,6593,29595,29595,61784,61925,,,,,,,,,,,,,22844,22844,21997,21997,22761,22761,22168,22168,8855,8855,11013,11500,9495,9495,14496,10917,685,652,2197,1805,756,762,1257,1179,1533,1548,3924,5263,,,,,,,,,,,,,1908,1361,1930,1930,1890,1401,2088,2088,807,716,1730,2071,657,652,2519,2303,10531.5,6804.0,45724.75,18313.583333333332,11100.75,1334.75,988.5,3067.0,1660.0,1532.75,18494.916666666664,1716.6
1760603,19878,19878,39083,40080,19361,19361,26288,19534,41855,41855,78121,49958,,,,,,,,,,,,,31749,31749,38572,39517,31666,31666,38743,39674,13645,13645,22060,14728,15185,15185,15700,17997,1328,1331,4727,5119,1585,1437,4033,4239,2281,2166,6756,8432,,,,,,,,,,,,,2712,1874,4351,4420,2660,1903,4509,4575,1185,1008,2653,3298,910,888,4430,6169,29729.75,21136.0,52947.25,28951.166666666668,16016.75,3126.25,2823.5,4908.75,2929.0,3099.25,29756.18333333333,3377.35
1760401,21102,21102,40538,27285,19879,19879,19677,25608,45505,45505,74844,79862,,,,,,,,,,,,,34906,34906,35341,38887,34823,34823,35498,39044,17839,17839,21474,25789,25402,25402,29797,29172,1452,1480,4272,4383,1524,1412,2800,2842,2372,2325,5025,7121,,,,,,,,,,,,,2636,1944,3273,3318,2717,1975,3428,3473,1257,1155,2637,3458,1510,1423,3173,3653,27506.75,21260.75,61429.0,30930.75,27443.25,2896.75,2144.5,4210.75,2605.9166666666665,2439.75,33714.1,2859.5333333333333
1760704,26304,26304,43038,46765,9146,9146,11945,11787,31726,31726,64654,67813,,,,,,,,,,,,,24975,24975,25505,25505,24892,24892,25308,25308,9644,9644,13010,12568,11626,11626,13859,15437,1600,1546,4922,4885,872,899,1925,2189,1645,1691,4204,5711,,,,,,,,,,,,,2020,1517,2257,2161,1990,1558,2443,2352,833,757,1918,1750,780,784,2514,2232,35602.75,10506.0,48979.75,20518.833333333332,13137.0,3238.25,1471.25,3312.75,1796.3333333333333,1577.5,25748.866666666665,2279.2166666666667
0930101,25091,25091,52940,33207,10839,10839,16680,22450,10884,10884,16726,22496,,,,,,,,,,,,,48241,48241,53313,55360,48158,48158,53484,55531,39358,39358,48964,50844,2901,2901,3325,3325,1553,1571,6624,4738,803,794,2261,3196,820,810,2299,3234,,,,,,,,,,,,,2789,2365,4170,4011,2748,2388,4328,4169,2143,2016,5812,5953,399,412,1835,1752,34082.25,15202.0,15247.5,49084.166666666664,3113.0,3621.5,1763.5,1790.75,3574.3333333333335,1099.5,23345.783333333333,2369.916666666667
0900101,20401,20401,45981,28162,6124,6124,6683,9822,6170,6170,6729,9868,,,,,,,,,,,,,43452,43452,44169,44200,43369,43369,44340,44371,34570,34570,68450,65106,5997,5997,9519,7651,1338,1328,4469,4628,653,622,1669,1767,670,639,1707,1805,,,,,,,,,,,,,2715,2279,2602,2602,2695,2307,2760,2760,2027,1897,5468,5631,624,584,1257,1295,28736.25,7188.25,7234.25,46118.166666666664,7291.0,2940.75,1177.75,1205.25,2978.5833333333335,940.0,19313.583333333332,1848.4666666666667
0900301,20937,20937,47479,27746,10090,10090,11219,16989,10136,10136,11265,17035,,,,,,,,,,,,,47492,47492,47853,49899,47409,47409,48024,50070,38609,38609,43503,45383,7696,7696,9569,9569,1364,1351,6626,4704,925,901,1985,3162,945,916,2023,3200,,,,,,,,,,,,,2942,2460,4172,3977,2925,2498,4330,4135,2256,2124,5814,5919,819,791,2545,2545,29274.75,12097.0,12143.0,45979.333333333336,8632.5,3511.25,1743.25,1771.0,3629.3333333333335,1675.0,21625.31666666667,2465.9666666666667
0900701,18236,18236,25389,25364,9794,9794,12321,11307,9840,9840,12367,11353,,,,,,,,,,,,,51738,47122,47390,47421,51655,47039,47561,47592,38239,38239,43116,65110,7788,7788,12156,15662,1141,1135,3274,2837,1033,1006,2624,2119,1055,1024,2662,2157,,,,,,,,,,,,,2858,2635,3342,3565,2868,2667,3500,3723,2391,2301,6071,6428,581,575,3784,4887,21806.25,10804.0,10850.0,47685.166666666664,10848.5,2096.75,1695.5,1724.5,3529.0833333333335,2456.75,20398.783333333333,2300.516666666667
0260301,20330,20330,39246,41337,22883,20442,26451,33070,42935,42935,77263,82403,,,,,,,,,,,,,32830,32830,37714,45499,32747,32747,37885,45656,14726,14726,22223,28580,15638,15638,15863,17958,1364,1376,4824,6860,1631,1558,4130,5212,2403,2295,6695,7646,,,,,,,,,,,,,2801,1980,4290,5452,2777,2001,4448,5607,1300,1123,2750,5666,948,932,4527,5508,30310.75,25711.5,61384.0,31513.583333333332,16274.25,3606.0,3132.75,4759.75,3349.5833333333335,2978.75,33038.816666666666,3565.3666666666663
0260101,16072,16072,15427,17421,21545,21545,26020,31959,44038,44038,84336,87506,,,,,,,,,,,,,40422,40422,41687,47443,40339,40339,41844,47600,15829,15829,16985,16985,11379,11379,12953,10959,1058,1097,3281,3319,1675,1548,3227,3455,2389,2270,5626,7404,,,,,,,,,,,,,2629,1977,3700,3717,2605,2028,3855,3872,1283,1114,1994,1808,645,652,2436,2212,16248.0,25267.25,64979.5,33810.333333333336,11667.5,2188.75,2476.25,4422.25,2548.5,1486.25,30394.51666666667,2624.4
0260201,18218,18218,36554,19651,22979,22979,32378,31668,46064,46064,84366,84645,,,,,,,,,,,,,38006,38006,45251,44874,37923,37923,45408,45031,20939,20939,27850,18131,13525,13525,13240,15183,1211,1213,4598,4659,1583,1482,4433,4205,2540,2395,6397,7475,,,,,,,,,,,,,2743,2031,4483,4481,2751,2061,4638,4636,1322,1230,3802,3028,790,775,4301,3691,23160.25,27501.0,65284.75,35023.416666666664,13868.25,2920.25,2925.75,4701.75,3100.5,2389.25,32967.53333333333,3207.5
1190202,25472,25472,29939,29939,25237,25237,28008,25537,50863,50863,82178,80717,,,,,,,,,,,,,40264,40264,41203,41214,40181,40181,41360,41371,23197,23197,27336,27336,20779,20779,25471,25471,1615,1649,8112,8112,1679,1614,6855,6656,2547,2543,11021,9434,,,,,,,,,,,,,2842,2134,7218,7218,2814,2180,7373,7373,1423,1353,7018,7194,1201,1214,7345,7345,27705.5,26004.75,66155.25,35592.0,23125.0,4872.0,4201.0,6386.25,4678.333333333333,4276.25,35716.5,4882.766666666666
1601203,15514,15514,19032,19032,14304,14304,20589,20589,25262,25262,82071,28176,,,,,,,,,,,,,40674,40674,38588,38942,40591,40591,38745,38745,23608,23608,29858,29858,11473,11473,13872,13872,1186,1198,3084,3084,1226,1282,3239,3239,2321,2234,6298,5845,,,,,,,,,,,,,2787,2179,3014,3031,2847,2245,3169,3193,1570,1475,3507,3471,807,790,2526,2526,17273.0,17446.5,40192.75,35373.5,12672.5,2138.0,2246.5,4174.5,2707.3333333333335,1662.25,24591.65,2585.7166666666667
1601202,17539,17539,18771,18771,16342,16342,20359,20359,23797,23797,26674,26530,,,,,,,,,,,,,38590,38590,37962,39056,38507,38507,38133,38859,21524,21524,29757,29972,13511,13511,13642,13642,1270,1268,2259,2259,1305,1364,2452,2452,2220,2159,4791,5091,,,,,,,,,,,,,2729,2032,3594,3007,2814,2097,3752,3169,1396,1264,4346,3447,888,872,1739,1739,18155.0,18350.5,25199.5,34248.416666666664,13576.5,1764.0,1893.25,3565.25,2803.9166666666665,1309.5,21905.98333333333,2267.1833333333334
1600301,18925,18925,22053,22032,22888,22888,29691,29691,25183,25183,76456,28940,,,,,,,,,,,,,37914,37914,42863,43217,37832,37832,43020,43020,20848,20848,34133,34133,14898,14898,16924,16903,1263,1315,3272,3636,1538,1462,3667,3667,2267,2238,5420,6318,,,,,,,,,,,,,2704,2007,3862,3915,2679,2027,4017,4077,1276,1197,4355,4355,884,909,2752,3116,20483.75,26289.5,38940.5,36131.166666666664,15905.75,2371.5,2583.5,4060.75,3039.25,1915.25,27550.13333333333,2794.05
1600201,19344,19344,27793,66853,18133,18133,29350,66018,28703,28703,90651,87744,,,,,,,,,,,,,43496,43496,51102,48195,43413,43413,51273,48366,26429,26429,43332,39663,15303,15303,22633,62251,1408,1468,4814,6584,1452,1562,4969,5989,2587,2576,6396,6096,,,,,,,,,,,,,2998,2366,3991,3991,3076,2470,4149,4149,1738,1625,4763,4433,1037,1038,4256,5603,33333.5,32908.5,58950.25,42383.916666666664,28872.5,3568.5,3493.0,4413.75,3312.4166666666665,2983.5,39289.73333333333,3554.2333333333336
1600501,9969,9969,13393,13110,8759,8759,14667,14667,30241,30241,31688,31034,,,,,,,,,,,,,44726,44726,50378,50095,44643,44643,50535,50252,27660,27660,42727,41507,5928,5928,8233,7950,807,831,3567,2373,854,918,2528,2528,2040,2077,5822,6383,,,,,,,,,,,,,3007,2301,6726,6659,2978,2345,6881,6814,1623,1517,6774,7092,425,427,2691,1815,11610.25,11713.0,30801.0,43296.0,7009.75,1894.5,1707.0,4080.5,4559.75,1339.5,20886.0,2716.25
1600601,17414,17414,23153,27506,16217,16217,24741,26131,22050,22050,83912,25415,,,,,,,,,,,,,40988,40988,44363,45255,40905,40905,44534,45426,23921,23921,36593,37060,13386,13386,18023,22364,1261,1310,5625,5392,1309,1413,5818,4739,2141,2134,7245,6046,,,,,,,,,,,,,2954,2214,4840,7952,2933,2253,4998,8110,1534,1428,5612,8047,882,901,5105,4353,21371.75,20826.5,38356.75,38738.25,16789.75,3397.0,3319.75,4391.5,4406.25,2810.25,27216.6,3664.95
1601501,10350,10350,13756,13473,9153,9153,15061,15061,30635,30635,32082,31428,,,,,,,,,,,,,45951,45951,50772,50489,45868,45868,50929,50646,28884,28884,43121,41901,6322,6322,8627,8344,866,889,3803,2614,910,974,2807,2807,2104,2134,6096,6662,,,,,,,,,,,,,3073,2409,7000,6938,3061,2419,7155,7093,1719,1623,7048,7371,486,485,2965,2094,11982.25,12107.0,31195.0,44105.333333333336,7403.75,2043.0,1874.5,4249.0,4742.416666666667,1507.5,21358.666666666668,2883.2833333333338
1600901,12654,12654,13584,13584,11457,11457,15141,15141,32940,32940,82132,82132,,,,,,,,,,,,,48255,48255,42583,42583,48172,48172,42754,42754,31189,31189,34813,34813,8626,8626,8424,8424,1031,1054,1719,1719,1064,1141,1874,1874,2291,2316,7379,7379,,,,,,,,,,,,,3233,2589,4374,4374,3204,2609,4532,4532,1873,1778,4662,4662,660,654,1161,1161,13119.0,13299.0,57536.0,41294.333333333336,8525.0,1380.75,1488.25,4841.25,3535.1666666666665,909.0,26754.666666666668,2430.883333333333
1600801,16786,16786,20805,20805,15588,15588,22393,22393,22080,22080,26712,26568,,,,,,,,,,,,,39377,39377,39123,39105,39294,39294,39294,39276,22311,22311,30918,30918,12758,12758,15675,15675,1198,1246,3625,3625,1241,1338,3818,3818,2148,2117,5460,5760,,,,,,,,,,,,,2801,2079,4845,4845,2774,2124,5003,5003,1398,1298,5597,5000,820,833,3105,3105,18795.5,18990.5,24360.0,35049.833333333336,14216.5,2423.5,2553.75,3871.25,3563.9166666666665,1965.75,22282.466666666667,2875.633333333333
0101801,2787,2787,4084,4084,3422,3422,6458,5687,3468,3468,6504,5733,,,,,,,,,,,,,38651,38651,39168,39206,38568,38568,39339,39377,29768,29768,35315,34945,2879,4020,4543,3856,386,418,1095,1095,423,428,1347,1280,438,441,1385,1318,,,,,,,,,,,,,2362,1911,3249,3255,2326,1955,3407,3413,1667,1547,5093,4661,388,432,1235,1407,3435.5,4747.25,4793.25,36777.0,3824.5,748.5,869.5,895.5,2903.8333333333335,865.5,10715.5,1256.5666666666668
0101701,3995,3995,5767,6534,1892,1892,1569,2033,1938,1938,1615,2079,,,,,,,,,,,,,39294,39294,40889,40889,39211,39211,41060,41060,30412,30412,37008,37078,2490,2490,6226,4193,576,502,1284,2055,323,320,1293,844,338,339,1331,882,,,,,,,,,,,,,2413,1914,3444,3444,2395,1955,3602,3602,1748,1555,5357,5819,377,322,1499,1493,5072.75,1846.5,1892.5,37984.833333333336,3849.75,1104.25,695.0,722.5,3104.0,922.75,10129.266666666666,1309.7
0100101,5353,5587,6805,6805,3484,3484,9283,4353,3530,3530,9329,4399,,,,,,,,,,,,,40886,40886,41890,41928,40803,40803,42061,42099,32004,32004,36627,37667,4082,4082,6971,8546,664,653,1398,1399,455,466,2137,1138,475,480,2175,1176,,,,,,,,,,,,,2538,2051,3552,3553,2504,2082,3710,3711,1858,1699,5092,5085,509,469,1488,2501,6137.5,5151.0,5197.0,39138.166666666664,5920.25,1028.5,1049.0,1076.5,3119.5833333333335,1241.75,12308.783333333333,1503.0666666666668
1152001,6612,6612,10300,7353,8456,8456,11109,10992,42383,42383,52817,53910,,,,,,,,,,,,,22684,22684,12990,12990,22601,22601,13147,13147,14220,14220,17058,18512,2392,2392,3444,3222,664,592,2748,2426,1720,1188,2672,2684,2029,2031,6157,6516,,,,,,,,,,,,,2121,1316,2504,2504,2082,1352,2659,2659,929,917,3548,3471,296,287,1054,944,7719.25,9753.25,47873.25,17237.833333333332,2862.5,1607.5,2066.0,4183.25,2171.8333333333335,645.25,17089.216666666667,2134.766666666667
1150101,5764,5764,7485,7485,9052,9052,10779,10779,40456,40456,41097,41721,,,,,,,,,,,,,23869,23869,13424,13424,23786,23786,13581,13581,12293,12293,13326,13596,2988,2988,3260,3260,633,572,2112,2238,1822,1278,2784,2844,1992,1943,6037,6391,,,,,,,,,,,,,2233,1372,2880,2880,2235,1409,3035,3035,891,846,3122,2787,419,395,1090,1090,6624.5,9915.5,40932.5,16735.666666666668,3124.0,1388.75,2182.0,4090.75,2227.0833333333335,748.5,15466.433333333334,2127.416666666667
1152301,4676,4676,5493,6926,12636,12636,13057,13057,38587,38587,41518,57286,,,,,,,,,,,,,12924,12924,16236,14559,12841,12841,16407,14730,10424,10424,11708,12572,1691,1691,1948,1773,539,502,1886,1987,1545,966,3447,3563,1827,1828,6205,7706,,,,,,,,,,,,,1729,1026,3608,3583,1704,1068,3766,3741,733,712,2214,2536,176,170,775,550,5442.75,12846.5,43994.5,13215.833333333334,1775.75,1228.5,2380.25,4391.5,2201.6666666666665,417.75,15455.066666666666,2123.9333333333334
1152401,9090,9090,10463,10451,12331,12331,7832,12285,37499,37499,36865,40061,,,,,,,,,,,,,17784,17784,23629,18048,17701,17701,23786,18219,9336,9336,5840,6508,6644,6644,9115,9115,771,702,4166,4107,1113,1073,3459,3719,1899,1896,7161,7941,,,,,,,,,,,,,2024,1213,4922,4058,1971,1244,5077,4216,809,780,2798,2751,596,557,3481,3481,9773.5,11194.75,37981.0,15472.666666666666,7879.5,2436.5,2341.0,4724.25,2655.25,2028.75,16460.283333333333,2837.15
1150401,2382,3269,2031,2031,13061,13061,12036,9655,38229,38229,34980,39958,,,,,,,,,,,,,10264,10264,11010,11827,10181,10181,11181,11998,10066,10066,16940,10145,3440,3440,3399,3399,343,349,1030,1030,987,1003,3094,2307,1779,1836,4672,4892,,,,,,,,,,,,,1601,953,2732,2767,1566,985,2890,2925,690,709,3291,1673,350,343,1108,1108,2428.25,11953.25,37849.0,11176.916666666666,3419.5,688.0,1847.75,3294.75,1898.5,727.25,13365.383333333335,1691.25
0680301,34216,34216,27509,27509,37590,37590,31192,31192,37636,37636,31238,31238,,,,,,,,,,,,,68221,68221,116714,116714,68139,68139,116872,116872,59339,59339,138734,138734,16130,16130,30163,30163,1883,2146,2910,2910,2274,2527,3685,3685,2293,2538,3723,3723,,,,,,,,,,,,,3583,3507,10784,10784,3571,3513,10939,10939,2947,3149,13578,13578,2231,2277,6536,6536,30862.5,34391.0,34437.0,94669.83333333333,23146.5,2462.25,3042.75,3069.25,7572.666666666667,4395.0,43501.36666666666,4108.383333333333
0680201,13381,13381,10198,10198,9859,9859,12572,19656,9905,9905,12618,19702,,,,,,,,,,,,,47387,47387,45320,45320,47304,47304,45491,45491,38504,38504,63733,43403,9944,10457,10657,9970,913,877,1336,1336,1068,1046,1407,3294,1086,1063,1445,3332,,,,,,,,,,,,,2666,2231,3540,3540,2691,2269,3698,3698,2023,1873,5920,5539,1032,1056,1295,1652,11789.5,12986.5,13032.5,46262.333333333336,10257.0,1115.5,1703.75,1731.5,3307.3333333333335,1258.75,18865.56666666667,1823.3666666666668
0680705,16103,16103,14844,12992,13875,13875,14641,20447,13920,13920,14687,20493,,,,,,,,,,,,,50109,50109,50198,48114,50026,50026,50369,48285,41226,41226,45709,43857,14472,14472,15009,12764,1111,1084,2496,2211,1201,1216,2527,3880,1217,1236,2565,3918,,,,,,,,,,,,,2846,2410,4306,4415,2813,2481,4464,4573,2208,2086,6548,6657,1235,1205,2759,2527,15010.5,15709.5,15755.0,47437.833333333336,14179.25,1725.5,2206.0,2234.0,3817.25,1931.5,21618.416666666668,2382.85
0680101,8064,8064,6727,6727,6790,6790,6374,16186,6836,6836,6420,16232,,,,,,,,,,,,,42069,42069,41812,41850,41986,41986,41983,42021,33187,33187,60169,66064,6018,6018,6893,6500,702,721,1669,1670,816,818,1942,3422,832,834,1980,3460,,,,,,,,,,,,,2480,2062,3886,3871,2449,2098,4044,4029,1850,1739,6139,6617,772,816,1604,1980,7395.5,9035.0,9081.0,44031.916666666664,6357.25,1190.5,1749.5,1776.5,3438.6666666666665,1293.0,15180.133333333331,1889.6333333333332
0680601,9848,9848,12368,13999,9627,9627,16947,17431,9672,9672,16993,17477,,,,,,,,,,,,,43853,43853,47928,47928,43770,43770,48085,48085,34970,34970,43437,43437,7802,7802,12533,14345,686,689,3639,3699,970,992,4085,4713,990,1003,4123,4751,,,,,,,,,,,,,2487,2017,4902,5164,2470,2058,5057,5319,1824,1682,6475,7010,752,774,3709,4014,11515.75,13408.0,13453.5,43673.833333333336,10620.5,2178.25,2690.0,2716.75,3872.0833333333335,2312.25,18534.31666666667,2753.866666666667
0680701,16185,16185,13969,13969,12376,12376,13766,23427,12422,12422,13812,23473,,,,,,,,,,,,,50191,50191,49323,49091,50108,50108,49494,49262,41308,41308,44834,73305,9540,9540,34631,34631,1085,1057,1891,1814,1108,1086,2196,3772,1122,1101,2234,3810,,,,,,,,,,,,,2810,2402,3701,4018,2799,2450,3859,4176,2169,2059,5943,6764,782,788,4678,4995,15077.0,15486.25,15532.25,49876.916666666664,22085.5,1461.75,2040.5,2066.75,3595.8333333333335,2810.75,23611.583333333332,2395.116666666667
0680801,5997,5997,4387,4387,5776,5776,6761,13845,5822,5822,6807,13891,,,,,,,,,,,,,40003,40003,39509,39509,39920,39920,39680,39680,31120,31120,34934,63723,3952,3952,4846,4159,441,447,1372,1374,712,738,1443,3091,729,751,1481,3129,,,,,,,,,,,,,2300,1804,3576,3576,2293,1825,3734,3734,1603,1431,5707,6322,489,518,1331,1684,5192.0,8039.5,8085.5,39926.75,4227.25,908.5,1496.0,1522.5,3158.75,1005.5,13094.2,1618.25
0680703,13129,13129,15663,15663,11026,11026,15460,23119,11071,11071,15506,23165,,,,,,,,,,,,,52208,52208,51018,50785,52125,52125,51189,50956,43325,43325,46528,46528,10017,10017,36326,36326,1259,1208,2835,2755,1014,1016,3172,4424,1034,1029,3210,4462,,,,,,,,,,,,,2987,2562,4645,4959,2982,2581,4803,5117,2336,2227,6887,7201,811,837,5622,5936,14396.0,15157.75,15203.25,49360.0,23171.5,2014.25,2406.5,2433.75,4107.25,3301.5,23457.7,2852.65
0460201,7020,7254,7988,7988,5151,5151,10466,5536,5196,5196,10512,5582,,,,,,,,,,,,,42553,42553,43073,43110,42470,42470,43244,43281,33670,33670,61430,38849,5749,5749,8154,9729,811,810,1462,1464,614,624,2201,1264,628,640,2239,1302,,,,,,,,,,,,,2629,2208,3616,3618,2616,2256,3774,3776,1982,1854,6169,5202,651,620,1552,2627,7562.5,6576.0,6621.5,42531.083333333336,7345.25,1136.75,1175.75,1202.25,3308.3333333333335,1362.5,14127.266666666668,1637.1166666666668
0460101,9752,9752,12090,12090,7649,7649,14465,8079,7695,7695,14511,8124,,,,,,,,,,,,,45051,45051,47213,47213,44968,44968,47384,47384,36168,36168,43332,42956,10764,10764,13991,14696,949,899,1301,1301,724,721,1628,1460,742,738,1666,1498,,,,,,,,,,,,,2726,2293,3461,3461,2697,2325,3619,3619,2061,1931,5374,6003,838,851,2926,3838,10921.0,9460.5,9506.25,43988.0,12553.75,1112.5,1133.25,1161.0,3297.5,2113.25,17285.9,1763.5
0460701,10336,10336,9518,9518,8233,8233,9921,12569,8279,8279,9967,12615,,,,,,,,,,,,,45635,45635,45547,45479,45552,45552,45718,45650,36752,36752,63570,40963,7153,7153,11510,11510,914,839,1515,1581,678,659,1601,2681,695,677,1639,2719,,,,,,,,,,,,,2694,2225,3734,3496,2670,2263,3892,3654,2026,1884,6377,5438,585,594,2495,2495,9927.0,9739.0,9785.0,45233.75,9331.5,1212.25,1404.75,1432.5,3362.75,1542.25,16803.25,1790.9
0460601,11192,11192,15537,17652,9089,9089,14933,20703,9135,9135,14979,20749,,,,,,,,,,,,,46491,46491,51566,53613,46408,46408,51737,53784,37608,37608,47216,49097,6250,6250,5256,5256,948,874,1906,2117,716,698,2202,3217,733,716,2240,3255,,,,,,,,,,,,,2730,2256,4203,4032,2707,2303,4361,4190,2053,1918,5845,5974,529,531,1992,1992,13893.25,13453.5,13499.5,47335.583333333336,5753.0,1461.25,1708.25,1736.0,3547.6666666666665,1261.0,18786.966666666667,1942.8333333333333
0720101,19048,19048,19278,19278,17460,17460,24865,26832,17505,17505,24911,26878,,,,,,,,,,,,,30694,30694,31792,31811,30611,30611,31963,31982,21811,21811,50149,26686,12164,12164,14043,14043,1583,1605,2729,2729,1217,1190,4810,5484,1234,1203,4848,5522,,,,,,,,,,,,,2223,1653,2945,2945,2183,1690,3103,3103,1494,1288,5198,3987,869,793,3109,3169,19163.0,21654.25,21699.75,30884.583333333332,13103.5,2161.5,3175.25,3201.75,2651.0,1985.0,21301.016666666666,2634.9
0720501,18730,18730,18810,18810,18204,18204,70827,26074,18250,18250,70873,26120,,,,,,,,,,,,,31439,31439,31324,31343,31356,31356,31495,31514,22556,22556,26050,26506,12908,12908,12755,12780,1567,1602,2366,2366,1249,1245,4649,4977,1266,1260,4687,5015,,,,,,,,,,,,,2196,1698,2582,2582,2160,1716,2740,2740,1495,1325,3624,4524,887,830,2642,3246,18770.0,33327.25,33373.25,29077.833333333332,12837.75,1975.25,3030.0,3057.0,2448.5,1901.25,25477.216666666667,2482.4
0720201,20262,20262,20339,20339,11664,11664,18381,27943,11709,11709,18427,27989,,,,,,,,,,,,,32333,32333,33091,33123,32251,32251,33262,33294,23451,23451,51448,28000,9839,9839,16466,18227,1761,1821,2593,3384,874,879,3190,5977,890,895,3228,6015,,,,,,,,,,,,,2204,1670,2923,2923,2175,1705,3081,3081,1478,1317,5176,3966,662,663,3078,4234,20300.5,17413.0,17458.5,32357.333333333332,13592.75,2389.75,2730.0,2757.0,2641.5833333333335,2159.25,20224.416666666664,2535.516666666667
