Nucleo,dis_bomberos_drive_08:30,dis_bomberos_drive_11:00,dis_bomberos_transit_08:30,dis_bomberos_transit_11:00,dis_csmental_drive_08:30,dis_csmental_drive_11:00,dis_csmental_transit_08:30,dis_csmental_transit_11:00,dis_hospt2_1_drive_08:30,dis_hospt2_1_drive_11:00,dis_hospt2_1_transit_08:30,dis_hospt2_1_transit_11:00,dis_hospt2_2_drive_08:30,dis_hospt2_2_drive_11:00,dis_hospt2_2_transit_08:30,dis_hospt2_2_transit_11:00,dis_hospt2_3_drive_08:30,dis_hospt2_3_drive_11:00,dis_hospt2_3_transit_08:30,dis_hospt2_3_transit_11:00,dis_hospt2_4_drive_08:30,dis_hospt2_4_drive_11:00,dis_hospt2_4_transit_08:30,dis_hospt2_4_transit_11:00,dis_hospt3_1_drive_08:30,dis_hospt3_1_drive_11:00,dis_hospt3_1_transit_08:30,dis_hospt3_1_transit_11:00,dis_hospt3_2_drive_08:30,dis_hospt3_2_drive_11:00,dis_hospt3_2_transit_08:30,dis_hospt3_2_transit_11:00,dis_hospt3_3_drive_08:30,dis_hospt3_3_drive_11:00,dis_hospt3_3_transit_08:30,dis_hospt3_3_transit_11:00,dis_juzgados_drive_08:30,dis_juzgados_drive_11:00,dis_juzgados_transit_08:30,dis_juzgados_transit_11:00,dur_bomberos_drive_08:30,dur_bomberos_drive_11:00,dur_bomberos_transit_08:30,dur_bomberos_transit_11:00,dur_csmental_drive_08:30,dur_csmental_drive_11:00,dur_csmental_transit_08:30,dur_csmental_transit_11:00,dur_hospt2_1_drive_08:30,dur_hospt2_1_drive_11:00,dur_hospt2_1_transit_08:30,dur_hospt2_1_transit_11:00,dur_hospt2_2_drive_08:30,dur_hospt2_2_drive_11:00,dur_hospt2_2_transit_08:30,dur_hospt2_2_transit_11:00,dur_hospt2_3_drive_08:30,dur_hospt2_3_drive_11:00,dur_hospt2_3_transit_08:30,dur_hospt2_3_transit_11:00,dur_hospt2_4_drive_08:30,dur_hospt2_4_drive_11:00,dur_hospt2_4_transit_08:30,dur_hospt2_4_transit_11:00,dur_hospt3_1_drive_08:30,dur_hospt3_1_drive_11:00,dur_hospt3_1_transit_08:30,dur_hospt3_1_transit_11:00,dur_hospt3_2_drive_08:30,dur_hospt3_2_drive_11:00,dur_hospt3_2_transit_08:30,dur_hospt3_2_transit_11:00,dur_hospt3_3_drive_08:30,dur_hospt3_3_drive_11:00,dur_hospt3_3_transit_08:30,dur_hospt3_3_transit_11:00,dur_juzgados_drive_08:30,dur_juzgados_drive_11:00,dur_juzgados_transit_08:30,dur_juzgados_transit_11:00,mean_dis_bomberos,mean_dis_csmental,mean_dis_hospt2,mean_dis_hospt3,mean_dis_juzgados,mean_dur_bomberos,mean_dur_csmental,mean_dur_hospt2,mean_dur_hospt3,mean_dur_juzgados,mean_dis_all,mean_dur_all
0200101,30547,30547,44293,44293,65068,65068,105409,105409,64767,64767,91474,91474,,,,,,,,,,,,,81159,81159,77051,77051,78830,78830,79015,79015,,,,,18511,18511,25057,25057,2121,2094,10075,10075,3393,3400,9417,9417,3219,3177,8586,8586,,,,,,,,,,,,,3911,3696,6636,6636,4038,3841,7306,7306,,,,,1466,1490,3577,3577,37420.0,85238.5,78120.5,79013.75,21784.0,6091.25,6406.75,5892.0,5421.25,2527.5,60315.35,5267.75
0240101,40532,40532,47591,103635,63043,63043,101262,65290,62742,62742,86660,67239,,,,,,,,,,,,,79134,79134,72236,73969,76805,76805,74201,75934,,,,,14779,14779,20242,20179,1825,1861,9822,9151,2824,2797,10641,7180,2666,2612,8933,5910,,,,,,,,,,,,,3339,3144,6983,6623,3464,3273,7962,7360,,,,,775,768,3744,2904,58072.5,73159.5,69845.75,76027.25,17494.75,5664.75,5860.5,5030.25,5268.5,2047.75,58919.95,4774.35
0270101,32584,32584,47086,37752,55096,55096,53130,88406,54795,54795,54848,73804,,,,,,,,,,,,,71187,71187,61809,59381,68858,68858,66904,61346,,,,,6832,6832,7386,7386,1400,1435,6529,6084,2380,2394,6189,8079,2247,2209,4198,6371,,,,,,,,,,,,,2923,2723,5092,4421,3074,2859,6122,5400,,,,,344,339,1242,1182,37501.5,62932.0,59560.5,66191.25,7109.0,3862.0,4760.5,3756.25,4076.75,776.75,46658.85,3446.45
1580101,19996,19996,20993,20993,39653,45233,35403,35403,44932,44932,46633,64286,,,,,,,,,,,,,61324,61324,53594,59935,58995,58995,58689,58780,,,,,17342,17342,17367,17367,1391,1414,3191,3191,2290,2285,3546,3364,2144,2076,4558,7402,,,,,,,,,,,,,2844,2578,5452,5288,2993,2755,6482,5310,,,,,1012,1038,2787,2787,20494.5,38923.0,50195.75,58954.5,17354.5,2296.75,2871.25,4045.0,4212.75,1906.0,37184.45,3066.35
1580301,20315,20315,18850,18850,42826,42826,37926,37999,42525,42525,44489,62143,,,,,,,,,,,,,58917,58917,51450,47719,56588,56588,56545,49683,,,,,14936,14936,15224,15224,1071,1089,3210,3210,2056,2045,3889,4818,1925,1862,4577,7421,,,,,,,,,,,,,2576,2386,5471,5471,2799,2525,6501,6141,,,,,784,792,2806,2806,19582.5,40394.25,47920.5,54550.875,15080.0,2145.0,3202.0,3946.25,4233.75,1797.0,35505.625,3064.8
1580201,20612,20612,33229,21865,40269,45849,34215,34215,45548,45548,41998,73482,,,,,,,,,,,,,61940,61940,52857,58747,59611,59611,57592,57592,,,,,17959,17959,22551,18239,1406,1450,6804,3868,2319,2334,3439,3264,2176,2123,6409,7487,,,,,,,,,,,,,2858,2632,7276,5188,3018,2794,5518,5210,,,,,1040,1072,3137,3464,24079.5,38637.0,51644.0,58736.25,19177.0,3382.0,2839.0,4548.75,4311.75,2178.25,38454.75,3451.95
0390101,25064,25064,44767,44767,59584,59584,104592,104592,59283,59283,68311,68311,,,,,,,,,,,,,75676,75676,79361,79361,73347,73347,81326,81326,,,,,15061,15061,15272,15272,1721,1711,6646,6646,2992,2991,10965,10965,2858,2814,7440,7440,,,,,,,,,,,,,3526,3345,8307,8307,3697,3436,9056,9056,,,,,1198,1139,1700,1700,34915.5,82088.0,63797.0,77427.5,15166.5,4181.0,6978.25,5138.0,6091.25,1434.25,54678.9,4764.55
0710101,51723,51723,49652,40999,74234,74234,103323,106497,73933,73933,88721,70216,,,,,,,,,,,,,90325,90325,74297,81266,87996,87996,76262,83231,,,,,25970,25970,24750,24274,2408,2427,14459,9184,3382,3367,15278,12644,3253,3174,13570,9318,,,,,,,,,,,,,3890,3673,11620,10245,4062,3863,12599,10958,,,,,1372,1374,6161,4126,48524.25,89572.0,76700.75,83962.25,25241.0,7119.5,8667.75,7328.75,7613.75,3258.25,64800.05,6797.6
0010101,45652,45652,57968,52952,68163,68163,111639,121984,67862,67862,97037,85704,,,,,,,,,,,,,84254,84254,82613,96753,81925,81925,84578,98718,,,,,19899,19899,30619,32404,1965,2000,9755,9275,2964,2942,10574,11494,2821,2777,8866,7969,,,,,,,,,,,,,3474,3284,6916,8836,3591,3389,7895,9585,,,,,928,926,3677,3917,50556.0,92487.25,79616.25,86877.5,25705.25,5748.75,6993.5,5608.25,5871.25,2362.0,67048.45,5316.75
1260101,46520,46520,61991,51561,69031,69031,66367,72646,68730,68730,68085,94718,,,,,,,,,,,,,85123,85123,75046,105767,82794,82794,80141,107732,,,,,20768,20768,21256,21840,1896,1930,7818,7740,2890,2884,6627,10608,2730,2684,4636,8478,,,,,,,,,,,,,3417,3227,5530,9345,3525,3341,6560,10094,,,,,844,847,2531,3263,51648.0,69268.75,75065.75,88065.0,21158.0,4846.0,5752.25,4632.0,5629.875,1871.25,61041.1,4546.275
0860101,32130,32130,27145,27145,26626,26626,62749,40379,26325,26325,22675,22675,,,,,,,,,,,,,42717,42717,33536,33724,40388,40388,35500,35689,,,,,33194,33194,52093,55413,1757,1565,3817,4063,1457,1445,6072,6281,1342,1279,2307,2607,,,,,,,,,,,,,2055,1783,3054,3654,2272,1922,3964,4525,,,,,1834,1791,5564,6644,29637.5,39095.0,24500.0,38082.375,43473.5,2800.5,3813.75,1883.75,2903.625,3958.25,34957.675,3071.975
0630101,38190,38190,112159,43212,60701,60701,113575,104329,60400,60400,77294,90394,,,,,,,,,,,,,76792,76792,88344,75970,74463,74463,90309,77934,,,,,12437,12437,26932,26884,1762,1806,10438,10809,2750,2751,11028,10151,2630,2599,7403,9320,,,,,,,,,,,,,3307,3106,8270,7370,3410,3242,8947,8040,,,,,707,716,2931,3135,57937.75,84826.5,72122.0,79383.375,19672.5,6203.75,6670.0,5488.0,5711.5,1872.25,62788.425,5189.1
0630201,43085,43085,115248,46301,65596,65596,116664,107418,65295,65295,80383,93483,,,,,,,,,,,,,81687,81687,91433,79059,79358,79358,93398,81023,,,,,17332,17332,30020,29972,2056,2096,10638,11009,3054,3062,11228,10351,2913,2873,7603,9520,,,,,,,,,,,,,3590,3397,8470,7570,3732,3547,9147,8240,,,,,1007,1029,3131,3335,61929.75,88818.5,76114.0,83375.375,23664.0,6449.75,6923.75,5727.25,5961.625,2125.5,66780.325,5437.575
1640501,37364,37364,30446,44523,23919,23919,22970,22824,19447,19447,20162,20015,,,,,,,,,,,,,36033,36033,31211,31065,33704,33704,33176,36160,,,,,23045,23045,23864,23718,1932,1935,6502,7888,1616,1244,2978,3524,1385,1152,2324,2930,,,,,,,,,,,,,2125,1707,3311,4097,2342,1845,4348,5127,,,,,1462,1156,3724,4270,37424.25,23408.0,19767.75,33885.75,23418.0,4564.25,2340.5,1947.75,3112.75,2653.0,27580.75,2923.65
1640101,39130,39130,68243,55497,26813,26813,29031,25715,21213,21213,25014,22160,,,,,,,,,,,,,37799,37799,36063,33209,35470,35470,41159,38305,,,,,43687,43687,57753,54899,2075,2104,10095,7169,1961,1587,5932,3768,1553,1328,4892,2612,,,,,,,,,,,,,2285,1871,5939,3599,2498,2023,7029,4449,,,,,2476,2090,8629,6049,50500.0,27093.0,22400.0,36909.25,50006.5,5360.75,3312.0,2596.25,3711.625,4811.0,37381.75,3958.325
1640201,39477,39477,31830,46054,26033,26033,24355,24355,21561,21561,21546,21546,,,,,,,,,,,,,38147,38147,32595,32595,35818,35818,37691,37691,,,,,44035,44035,54663,54663,2065,2083,5920,7420,1779,1399,3056,3056,1546,1313,2462,2462,,,,,,,,,,,,,2285,1854,3629,3629,2489,1977,4659,4659,,,,,2460,2070,5578,5578,39209.5,25194.0,21553.5,36062.75,49349.0,4372.0,2322.5,1945.75,3147.625,3921.5,34273.75,3141.875
1640301,40402,40402,29394,66869,26916,26916,24594,24381,22445,22445,21502,21767,,,,,,,,,,,,,45221,39031,34171,34223,42061,36702,36136,39410,,,,,26042,26042,32351,32403,2066,2093,4320,10541,1729,1388,2889,6609,1517,1308,2306,5766,,,,,,,,,,,,,2159,1854,2868,6511,2257,2005,3741,7267,,,,,1577,1308,3791,7283,44266.75,25701.75,22039.75,38369.375,29209.5,4755.0,3153.75,2724.25,3582.75,3489.75,31917.425,3541.1
1640401,37783,37783,29803,44840,24298,24298,23148,23148,19826,19826,20339,20339,,,,,,,,,,,,,36412,36412,31389,31389,34083,34083,36484,36484,,,,,23423,23423,24042,24042,1975,1971,5900,8121,1661,1270,3762,3762,1432,1187,3168,3168,,,,,,,,,,,,,2155,1741,4335,4335,2388,1881,5365,5365,,,,,1490,1191,4508,4508,37552.25,23723.0,20082.5,34592.0,23732.5,4491.75,2613.75,2238.75,3445.625,2924.25,27936.45,3142.825
0020101,9852,9852,9850,9850,24254,24254,42718,30947,23604,19596,31247,30611,,,,,,,,,,,,,37633,28486,34152,35668,34472,30206,31460,32689,,,,,10718,10718,11333,11127,920,953,2398,2398,1412,1244,6767,5684,1298,1260,4724,6044,,,,,,,,,,,,,1819,1594,5696,4843,1934,1727,5863,5286,,,,,890,885,3658,3460,9851.0,30543.25,26264.5,33095.75,10974.0,1667.25,3776.75,3331.5,3595.25,2223.25,22145.7,2918.8
0850201,21425,21425,19918,19918,23865,23865,20991,20991,47534,47534,63504,62926,,,,,,,,,,,,,47050,47050,45523,45523,46532,46532,44368,44368,,,,,34344,34344,35945,110019,1348,1369,1955,1955,1362,1375,2165,2165,2331,2321,5972,6332,,,,,,,,,,,,,2459,2290,3998,3998,2598,2539,4025,4025,,,,,1714,1889,4108,11902,20671.5,22428.0,55374.5,45868.25,53663.0,1656.75,1766.75,4239.0,3241.5,4903.25,39601.05,3161.45
0850301,15311,15311,14488,14488,17752,17752,15561,15561,44604,44604,54828,57497,,,,,,,,,,,,,40937,40937,40094,40094,40418,40418,38939,38939,,,,,24238,24238,25153,49276,937,932,1556,1556,957,947,1762,1762,2113,2084,5645,5814,,,,,,,,,,,,,2051,1866,3480,3480,2200,2144,3513,3513,,,,,1338,1277,4175,4924,14899.5,16656.5,50383.25,40097.0,30726.25,1245.25,1357.0,3914.0,2780.875,2928.5,30552.5,2445.125
0850101,23129,23129,18618,18618,25570,25570,19692,19692,43271,43271,58959,40357,,,,,,,,,,,,,48755,48755,44224,44224,48236,48236,43069,43069,,,,,30081,30081,32366,25147,1329,1359,1760,1760,1343,1364,1972,1972,2066,2028,6108,5563,,,,,,,,,,,,,2447,2290,3866,3866,2582,2551,3890,3890,,,,,1440,1588,4814,4451,20873.5,22631.0,46464.5,46071.0,29418.75,1552.0,1662.75,3941.25,3172.75,3073.25,33091.75,2680.4
1440301,11004,11004,11095,11095,13444,13444,12168,12168,43493,43493,42460,54103,,,,,,,,,,,,,36629,36629,36700,36700,36111,36111,35545,35545,,,,,21793,21793,43068,43068,785,792,1505,1505,803,802,1716,1716,2266,2047,5232,5927,,,,,,,,,,,,,1910,1721,3593,3593,2055,1990,3618,3618,,,,,1405,1452,6301,7944,11049.5,12806.0,45887.25,36246.25,32430.5,1146.75,1259.25,3868.0,2762.25,4275.5,27683.9,2662.35
1440101,11104,11104,10946,10946,13545,13545,12020,12020,43594,43594,51287,54533,,,,,,,,,,,,,36730,36730,36552,36552,36212,36212,35397,35397,,,,,20031,20031,21617,21598,816,822,1315,1402,836,841,1521,1615,2282,2099,5404,5519,,,,,,,,,,,,,1945,1790,3239,3539,2079,2045,3272,3561,,,,,1207,1160,3934,3648,11025.0,12782.5,48252.0,36222.75,20819.25,1088.75,1203.25,3826.0,2683.75,2487.25,25820.3,2257.8
1440201,9495,9495,10166,10166,11012,11012,11239,11239,41061,41061,50506,53175,,,,,,,,,,,,,34197,34197,35772,35772,33678,33678,34617,34617,,,,,17498,17498,23588,38273,781,805,1106,1080,789,794,1318,1290,2252,2062,5454,5547,,,,,,,,,,,,,1907,1744,3212,3123,2064,2002,3236,3150,,,,,1165,1123,4514,4416,9830.5,11125.5,46450.75,34566.0,24214.25,943.0,1047.75,3828.75,2554.75,2804.5,25237.4,2235.75
9010101,29245,29245,41423,32322,51756,51756,80757,57795,51455,51455,44677,55868,,,,,,,,,,,,,67847,67847,55537,66918,65518,65518,57501,68883,,,,,3487,3487,4894,3756,1445,1481,7784,5362,2443,2442,8997,8230,2309,2272,5709,6156,,,,,,,,,,,,,2947,2756,6576,7023,3117,2907,7426,7772,,,,,381,381,3031,1288,33058.75,60516.0,50863.75,64446.125,3906.0,4018.0,5528.0,4111.5,5065.5,1270.25,42558.125,3998.65
9010402,26507,26507,40229,30274,49018,49018,46205,81549,48717,48717,47922,66947,,,,,,,,,,,,,65109,65109,54883,52524,62780,62780,59978,54489,,,,,530,530,530,530,1188,1216,5787,4977,2171,2165,6315,7397,2034,1981,4324,5689,,,,,,,,,,,,,2669,2506,5218,3739,2906,2639,6248,4718,,,,,62,69,453,453,30879.25,56447.5,53075.75,59706.5,530.0,3292.0,4512.0,3507.0,3830.375,259.25,40127.8,3080.125
9010501,16157,16157,37191,18040,46816,46816,85881,52718,46515,46515,45996,50791,,,,,,,,,,,,,62907,62907,56856,61841,60578,60578,58821,63806,,,,,5087,5087,5979,5979,1324,1344,6335,6406,2445,2442,9525,7174,2297,2248,5160,5100,,,,,,,,,,,,,2954,2740,6027,5967,3138,2928,6942,6716,,,,,606,600,1888,1888,21886.25,58057.75,47454.25,61036.75,5533.0,3852.25,5396.5,3701.25,4676.5,1245.5,38793.6,3774.4
9010201,15459,15459,36523,17372,49263,49263,84419,52050,48962,48962,44534,50123,,,,,,,,,,,,,65354,65354,55394,61173,63025,63025,57359,63138,,,,,4781,4781,4516,4516,1120,1153,5538,5609,2275,2261,8548,6377,2125,2075,4183,4303,,,,,,,,,,,,,2793,2568,5050,5170,2978,2722,5965,5919,,,,,407,416,911,911,21203.25,58748.75,48145.25,61727.75,4648.5,3355.0,4865.25,3171.5,4145.625,661.25,38894.7,3239.725
1290101,24400,24400,20715,20988,15004,15004,52787,56592,18595,18595,16517,16517,,,,,,,,,,,,,34988,34988,27567,27567,32659,32659,29532,29532,,,,,21572,21572,45707,49256,1618,1393,2791,3564,1026,1004,4811,6693,1176,1098,1748,2108,,,,,,,,,,,,,1892,1610,2615,3155,2119,1755,3292,4026,,,,,1432,1368,4885,6145,22625.75,34846.75,17556.0,31186.5,34526.75,2341.5,3383.5,1532.5,2558.0,3457.5,28148.35,2654.6
1290901,19735,19735,17737,21264,19336,19336,16806,20765,13930,13930,13266,13949,,,,,,,,,,,,,30322,30322,23900,25009,27993,27993,25864,26973,,,,,36210,36210,42457,43566,1534,1325,3965,3430,1491,1276,3289,3468,1105,1041,2455,2001,,,,,,,,,,,,,1825,1564,2842,3280,2057,1722,3752,3950,,,,,2037,1783,5352,5550,19617.75,19060.75,13768.75,27297.0,39610.75,2563.5,2381.0,1650.5,2624.0,3680.5,23871.0,2579.9
1430101,50376,50376,65129,107850,72887,72887,69505,69505,72586,72586,71223,71454,,,,,,,,,,,,,88978,88978,78184,78184,86649,86649,83279,80149,,,,,24623,24623,24394,44905,2027,2072,7839,7719,3045,3045,6648,5748,2859,2833,4657,4478,,,,,,,,,,,,,3537,3363,5551,5191,3646,3449,6581,5928,,,,,992,1002,2552,5833,68432.75,71196.0,71962.25,83881.25,29636.25,4914.25,4621.5,3706.75,4655.75,2594.75,65021.7,4098.6
1680201,10616,10616,11326,19108,28141,28141,32636,41407,27839,27839,32793,32793,,,,,,,,,,,,,44232,44232,43842,43842,41903,41903,48938,45807,,,,,23025,23025,23933,24254,834,927,1391,6078,1592,1597,5312,7991,1465,1415,4188,4188,,,,,,,,,,,,,2159,1903,5235,5235,2390,2066,6145,6090,,,,,1076,1221,4414,4594,12916.5,32581.25,30316.0,44337.375,23559.25,2307.5,4123.0,2814.0,3902.875,2826.25,28742.075,3194.725
1680101,8215,8215,6436,6436,32150,32150,74929,74738,31848,31848,34855,34855,,,,,,,,,,,,,48241,48241,45904,45713,45912,45912,47869,50808,,,,,27890,27890,28919,29240,527,545,858,858,1839,1956,9260,8596,1722,1756,4675,5875,,,,,,,,,,,,,2387,2256,5722,5722,2616,2406,6653,6872,,,,,1432,1693,6083,4643,7325.5,53491.75,33351.5,47325.0,28484.75,697.0,5412.75,3507.0,4329.25,3462.75,33995.7,3481.75
9030102,13919,13919,14014,13946,15101,15101,19175,18509,24866,24866,23284,38984,,,,,,,,,,,,,18002,18002,20922,20922,17484,17484,19767,19767,,,,,3931,3931,4189,4152,1122,1143,2803,2965,1239,1190,2614,3103,1506,1379,3749,4001,,,,,,,,,,,,,1167,1053,2560,1923,1282,1312,2552,1956,,,,,484,483,1538,1900,13949.5,16971.5,28000.0,19043.75,4050.75,2008.25,2036.5,2658.75,1725.625,1101.25,16403.1,1906.075
9030103,11102,11102,11385,11385,9569,9569,9793,9793,25241,25241,19920,20052,,,,,,,,,,,,,18377,18377,17494,17494,17859,17859,16358,16358,,,,,1301,1301,1896,1896,792,816,2496,2496,577,599,2138,2138,1434,1297,3315,4069,,,,,,,,,,,,,1106,954,2232,2232,1221,1219,2261,2261,,,,,244,249,995,995,11243.5,9681.0,22613.5,17522.0,1598.5,1650.0,1363.0,2528.75,1685.75,620.75,12531.7,1569.65
0880101,35090,35090,48098,41234,72603,72603,101769,110266,72302,72302,87167,73986,,,,,,,,,,,,,88694,88694,72743,85035,86365,86365,74708,87000,,,,,18977,18977,23196,20686,2507,2573,13078,9118,3488,3524,13897,11337,3307,3288,12189,7812,,,,,,,,,,,,,3968,3847,10239,8679,4107,3945,11218,9428,,,,,1447,1492,4780,3760,39878.0,89310.25,76439.25,83700.5,20459.0,6819.0,8061.5,6649.0,6928.875,2869.75,61957.4,6265.625
1180101,44883,44883,50058,84753,79404,79404,119090,123532,79103,79103,82810,83457,,,,,,,,,,,,,95495,95495,93859,94506,93166,93166,95824,99602,,,,,35099,35099,29510,29509,3433,3500,10561,15110,4699,4721,12780,15180,4485,4536,9255,10935,,,,,,,,,,,,,5040,5077,10122,11982,5189,5181,10871,12952,,,,,2696,2739,5203,5923,56144.25,100357.5,81118.25,95139.125,32304.25,8151.0,9345.0,7302.75,8301.75,4140.25,73012.675,7448.15
0670101,17954,20550,19885,19885,19470,19470,20958,20958,38860,38860,39606,62893,,,,,,,,,,,,,42655,42655,45490,45490,42137,42137,44335,44335,,,,,25670,25670,24494,26193,1187,1265,1898,1898,1193,1263,2104,2104,1924,1875,3990,6156,,,,,,,,,,,,,2306,2211,3822,3822,2441,2451,3855,3855,,,,,1298,1429,6805,4105,19568.5,20214.0,45054.75,43654.25,25506.75,1562.0,1666.0,3486.25,3095.375,3409.25,30799.65,2643.775
1200204,52664,52664,128752,59805,48142,48142,130168,120922,74874,74874,93887,106987,,,,,,,,,,,,,91266,91266,104937,92563,88937,88937,106902,94527,,,,,33514,33514,169885,159137,2536,2630,10978,12309,3219,3275,11568,11651,3337,3386,7943,10820,,,,,,,,,,,,,3984,3883,8810,8870,4176,4061,9487,9540,,,,,2305,2571,16106,17366,73471.25,86843.5,87655.5,94916.875,99012.5,7113.25,7428.25,6371.5,6601.375,9587.0,88379.925,7420.275
1200101,50281,50281,125577,56630,50277,50277,126993,117747,72491,72491,90712,103812,,,,,,,,,,,,,88883,88883,101762,89388,86554,86554,103727,91352,,,,,24528,24528,40348,40348,2371,2445,10547,11878,3333,3417,11137,11220,3180,3206,7512,10389,,,,,,,,,,,,,3850,3701,8379,8439,3997,3847,9056,9109,,,,,1324,1381,3040,3040,70692.25,86323.5,84876.5,92137.875,32438.0,6810.25,7276.75,6071.75,6297.25,2196.25,73293.625,5730.45
1200401,53903,53903,126692,57745,47200,47200,128108,118862,76113,76113,91827,104927,,,,,,,,,,,,,92505,92505,102877,90503,90176,90176,104842,92467,,,,,28150,28150,41463,41463,2603,2690,11448,12779,3155,3186,12038,12121,3440,3451,8413,11290,,,,,,,,,,,,,4061,3958,9280,9340,4226,4110,9957,10010,,,,,1565,1640,3941,3941,73060.75,85342.5,87245.0,94506.375,34806.5,7380.0,7625.0,6648.5,6867.75,2771.75,74992.225,6258.6
1070301,6129,6129,10084,8001,45575,45575,86226,84143,45274,45274,46818,44735,,,,,,,,,,,,,61667,61667,57868,55785,59338,59338,59833,60880,,,,,31464,31464,44860,28268,459,462,1845,1605,2401,2425,8987,9047,2278,2252,4979,5039,,,,,,,,,,,,,2896,2749,6146,6206,3087,2893,7073,7236,,,,,1580,1733,8787,9301,7585.75,65379.75,45525.25,59547.0,34014.0,1092.75,5715.0,3637.0,4785.75,5350.25,42410.35,4116.15
1070401,8265,8265,12526,12526,47711,47711,88668,66912,47410,47410,49260,49259,,,,,,,,,,,,,63803,63803,60310,60308,61474,61474,62275,62272,,,,,33600,33600,47302,31403,727,738,3676,3676,2653,2715,10818,12244,2517,2508,6810,8730,,,,,,,,,,,,,3220,3015,7977,9777,3334,3179,8904,10747,,,,,1836,2016,10618,9478,10395.5,62750.5,48334.75,61964.875,36476.25,2204.25,7107.5,5141.25,6269.125,5987.0,43984.375,5341.825
0530101,12488,12488,12751,12751,21442,22298,28785,28785,20792,17826,28145,28145,,,,,,,,,,,,,34820,34412,33375,53978,31660,32083,27690,30527,,,,,10361,10361,11685,11811,1031,1037,2314,2314,1451,1288,5693,5693,1337,1210,4570,5290,,,,,,,,,,,,,1852,1756,4593,5754,1972,1891,5061,5492,,,,,716,748,1884,1745,12619.5,25327.5,23727.0,34818.125,11054.5,1674.0,3531.25,3101.75,3546.375,1273.25,21509.325,2625.325
0940201,19038,19038,106396,26935,29473,29473,30533,30511,41386,41386,69800,42308,,,,,,,,,,,,,52657,52657,55065,55044,52139,55450,53910,53889,,,,,21103,21103,22149,22149,1480,1542,12916,4980,1802,1845,4283,4386,2346,2325,8236,7214,,,,,,,,,,,,,2870,2775,6123,6280,3044,2994,6150,6304,,,,,1398,1448,5022,5022,42851.75,29997.5,48720.0,53851.375,21626.0,5229.5,3079.0,5030.25,4567.5,3222.5,39409.325,4225.75
0940601,18075,18075,22829,22829,25554,25554,26355,26355,40424,40424,43133,42561,,,,,,,,,,,,,48739,48739,50887,50887,48220,54487,49732,49732,,,,,21026,21026,28020,22402,1029,1072,3296,3296,1347,1366,2664,2764,1906,1867,4303,5950,,,,,,,,,,,,,2439,2298,4504,4658,2585,2540,4531,4682,,,,,1196,1258,7118,3758,20452.0,25954.5,41635.5,50177.875,23118.5,2173.25,2035.25,3506.5,3529.625,3332.5,32267.675,2915.425
0940701,16021,16021,25917,25917,28646,28646,29568,29537,38369,38369,46221,39740,,,,,,,,,,,,,54762,54762,54101,50790,52432,52432,52946,52915,,,,,18086,18086,31109,19581,1067,1104,3670,3670,1585,1638,2947,3678,1955,1906,4677,5724,,,,,,,,,,,,,2618,2406,4787,6591,2796,2564,4814,5596,,,,,986,1025,7492,3532,20969.0,29099.25,40674.75,53142.5,21715.5,2377.75,2462.0,3565.5,4021.5,3258.75,33120.2,3137.1
0940702,15629,15629,26620,27634,29914,29914,31371,29911,38060,38060,70638,38907,,,,,,,,,,,,,54452,54452,55903,49957,52123,52123,54748,53289,,,,,17777,17777,20207,18748,1030,1065,7633,4059,1654,1705,3417,3966,1915,1881,7370,5933,,,,,,,,,,,,,2574,2382,5257,6800,2771,2539,5284,5884,,,,,956,992,7266,3741,21378.0,30277.5,46416.25,53380.875,18627.25,3446.75,2685.5,4274.75,4186.375,3238.75,34015.975,3566.425
0940101,15603,15603,26502,27557,30231,30231,31212,29771,37951,37951,70479,38748,,,,,,,,,,,,,54344,54344,55744,49798,52014,52014,54589,53148,,,,,17668,17668,20121,18589,1051,1088,7552,4021,1693,1750,3319,4456,1939,1895,7272,5835,,,,,,,,,,,,,2603,2400,5159,6702,2785,2561,5186,6374,,,,,969,1008,7223,3643,21316.25,30361.25,46282.25,53249.375,18511.5,3428.0,2804.5,4235.25,4221.25,3210.75,33944.125,3579.95
1380101,37978,37978,53248,42970,60489,60489,57625,64054,60188,60188,59343,65815,,,,,,,,,,,,,76580,76580,66304,76864,74251,74251,71399,78829,,,,,12225,12225,12513,13249,1614,1653,7548,6901,2595,2597,6357,9769,2436,2406,4366,7695,,,,,,,,,,,,,3126,2925,5260,8562,3275,3051,6290,9311,,,,,558,554,2261,2424,43043.5,60664.25,61383.5,74382.25,12553.0,4429.0,5329.5,4225.75,5225.0,1449.25,50405.3,4131.7
1120101,48318,48318,120117,51170,70829,70829,121533,112287,70528,70528,85252,98352,,,,,,,,,,,,,86920,86920,96302,83928,84591,84591,98267,85892,,,,,22565,22565,34888,34888,2282,2377,10137,11468,3259,3317,10727,10810,3111,3107,7102,9979,,,,,,,,,,,,,3759,3649,7969,8029,3964,3797,8646,8699,,,,,1250,1304,2630,2630,66980.75,93869.5,81165.0,88426.375,28726.5,6566.0,7028.25,5824.75,6064.0,1953.5,71833.625,5487.3
