X,Y,CMUN,CDENTIDAD,CDNUCLEO,CDTNUCLEO,ETIQUETA,DESCR,BUSCA,POB,PART_JUD,COD,lng,lat,dis_bomberos_drive_08:30,dis_bomberos_drive_11:00,dis_bomberos_transit_08:30,dis_bomberos_transit_11:00,dis_csmental_drive_08:30,dis_csmental_drive_11:00,dis_csmental_transit_08:30,dis_csmental_transit_11:00,dis_hospt2_1_drive_08:30,dis_hospt2_1_drive_11:00,dis_hospt2_1_transit_08:30,dis_hospt2_1_transit_11:00,dis_hospt2_2_drive_08:30,dis_hospt2_2_drive_11:00,dis_hospt2_2_transit_08:30,dis_hospt2_2_transit_11:00,dis_hospt2_3_drive_08:30,dis_hospt2_3_drive_11:00,dis_hospt2_3_transit_08:30,dis_hospt2_3_transit_11:00,dis_hospt2_4_drive_08:30,dis_hospt2_4_drive_11:00,dis_hospt2_4_transit_08:30,dis_hospt2_4_transit_11:00,dis_hospt3_1_drive_08:30,dis_hospt3_1_drive_11:00,dis_hospt3_1_transit_08:30,dis_hospt3_1_transit_11:00,dis_hospt3_2_drive_08:30,dis_hospt3_2_drive_11:00,dis_hospt3_2_transit_08:30,dis_hospt3_2_transit_11:00,dis_hospt3_3_drive_08:30,dis_hospt3_3_drive_11:00,dis_hospt3_3_transit_08:30,dis_hospt3_3_transit_11:00,dis_juzgados_drive_08:30,dis_juzgados_drive_11:00,dis_juzgados_transit_08:30,dis_juzgados_transit_11:00,dur_bomberos_drive_08:30,dur_bomberos_drive_11:00,dur_bomberos_transit_08:30,dur_bomberos_transit_11:00,dur_csmental_drive_08:30,dur_csmental_drive_11:00,dur_csmental_transit_08:30,dur_csmental_transit_11:00,dur_hospt2_1_drive_08:30,dur_hospt2_1_drive_11:00,dur_hospt2_1_transit_08:30,dur_hospt2_1_transit_11:00,dur_hospt2_2_drive_08:30,dur_hospt2_2_drive_11:00,dur_hospt2_2_transit_08:30,dur_hospt2_2_transit_11:00,dur_hospt2_3_drive_08:30,dur_hospt2_3_drive_11:00,dur_hospt2_3_transit_08:30,dur_hospt2_3_transit_11:00,dur_hospt2_4_drive_08:30,dur_hospt2_4_drive_11:00,dur_hospt2_4_transit_08:30,dur_hospt2_4_transit_11:00,dur_hospt3_1_drive_08:30,dur_hospt3_1_drive_11:00,dur_hospt3_1_transit_08:30,dur_hospt3_1_transit_11:00,dur_hospt3_2_drive_08:30,dur_hospt3_2_drive_11:00,dur_hospt3_2_transit_08:30,dur_hospt3_2_transit_11:00,dur_hospt3_3_drive_08:30,dur_hospt3_3_drive_11:00,dur_hospt3_3_transit_08:30,dur_hospt3_3_transit_11:00,dur_juzgados_drive_08:30,dur_juzgados_drive_11:00,dur_juzgados_transit_08:30,dur_juzgados_transit_11:00,mean_dis_all,mean_dis_bomberos_all,mean_dis_bomberos_drive,mean_dis_bomberos_transit,mean_dis_csmental_all,mean_dis_csmental_drive,mean_dis_csmental_transit,mean_dis_drive,mean_dis_hospt2_all,mean_dis_hospt2_drive,mean_dis_hospt2_transit,mean_dis_hospt3_all,mean_dis_hospt3_drive,mean_dis_hospt3_transit,mean_dis_juzgados_all,mean_dis_juzgados_drive,mean_dis_juzgados_transit,mean_dis_transit,mean_dur_all,mean_dur_bomberos_all,mean_dur_bomberos_drive,mean_dur_bomberos_transit,mean_dur_csmental_all,mean_dur_csmental_drive,mean_dur_csmental_transit,mean_dur_drive,mean_dur_hospt2_all,mean_dur_hospt2_drive,mean_dur_hospt2_transit,mean_dur_hospt3_all,mean_dur_hospt3_drive,mean_dur_hospt3_transit,mean_dur_juzgados_all,mean_dur_juzgados_drive,mean_dur_juzgados_transit,mean_dur_transit,weigh_mean_dis_all,weigh_mean_dis_bomberos_all,weigh_mean_dis_bomberos_drive,weigh_mean_dis_bomberos_transit,weigh_mean_dis_csmental_all,weigh_mean_dis_csmental_drive,weigh_mean_dis_csmental_transit,weigh_mean_dis_drive,weigh_mean_dis_hospt2_all,weigh_mean_dis_hospt2_drive,weigh_mean_dis_hospt2_transit,weigh_mean_dis_hospt3_all,weigh_mean_dis_hospt3_drive,weigh_mean_dis_hospt3_transit,weigh_mean_dis_juzgados_all,weigh_mean_dis_juzgados_drive,weigh_mean_dis_juzgados_transit,weigh_mean_dis_transit,weigh_mean_dur_all,weigh_mean_dur_bomberos_all,weigh_mean_dur_bomberos_drive,weigh_mean_dur_bomberos_transit,weigh_mean_dur_csmental_all,weigh_mean_dur_csmental_drive,weigh_mean_dur_csmental_transit,weigh_mean_dur_drive,weigh_mean_dur_hospt2_all,weigh_mean_dur_hospt2_drive,weigh_mean_dur_hospt2_transit,weigh_mean_dur_hospt3_all,weigh_mean_dur_hospt3_drive,weigh_mean_dur_hospt3_transit,weigh_mean_dur_juzgados_all,weigh_mean_dur_juzgados_drive,weigh_mean_dur_juzgados_transit,weigh_mean_dur_transit
447894.895635186,4504179.4996875,"129","01","01","1290101",San Agustín del Guadalix,San Agustín del Guadalix,San Agustín del Guadalix Núcleo,"13234","5","4",-3.616639066,40.6868618587,24400,24400,20715,20988,15004,15004,52787,56592,18595,18595,16517,16517,,,,,,,,,,,,,34988,34988,27567,27567,32659,32659,29532,29532,,,,,21572,21572,45707,49256,1618,1393,2791,3564,1026,1004,4811,6693,1176,1098,1748,2108,,,,,,,,,,,,,1892,1610,2615,3155,2119,1755,3292,4026,,,,,1432,1368,4885,6145,28654.7083333333,22625.75,24400,20851.5,34846.75,15004,54689.5,24536.3333333333,17556,18595,16517,31186.5,33823.5,28549.5,34526.75,21572,47481.5,32773.0833333333,2638.5,2341.5,1505.5,3177.5,3383.5,1015,5752,1457.58333333333,1532.5,1137,1928,2558,1844,3272,3457.5,1400,5515,3819.41666666667,379216410.083333,299429175.5,322909600,275948751,461161889.5,198562936,723760843,324713835.333333,232336104,246086230,218585978,412722141,447620199,377824083,456927009.5,285483848,628370171,433718984.833333,34917909,30987411,19923787,42051035,44777239,13432510,76121968,19289657.8333333,20281105,15047058,25515152,33852572,24403496,43301648,45756555,18527600,72985510,50546160.1666667
447792.167520786,4499924.75173094,"129","09","01","1290901",Valdelagua,Valdelagua,Valdelagua Núcleo,"509","5","4",-3.6175010975,40.6485275894,19735,19735,17737,21264,19336,19336,16806,20765,13930,13930,13266,13949,,,,,,,,,,,,,30322,30322,23900,25009,27993,27993,25864,26973,,,,,36210,36210,42457,43566,1534,1325,3965,3430,1491,1276,3289,3468,1105,1041,2455,2001,,,,,,,,,,,,,1825,1564,2842,3280,2057,1722,3752,3950,,,,,2037,1783,5352,5550,24442,19617.75,19735,19500.5,19060.75,19336,18785.5,24587.6666666667,13768.75,13930,13607.5,27297,29157.5,25436.5,39610.75,36210,43011.5,24296.3333333333,2587.25,2563.5,1429.5,3697.5,2381,1383.5,3378.5,1563.33333333333,1650.5,1073,2228,2624,1792,3456,3680.5,1910,5451,3611.16666666667,12440978,9985434.75,10045115,9925754.5,9701921.75,9842024,9561819.5,12515122.3333333,7008293.75,7090370,6926217.5,13894173,14841167.5,12947178.5,20161871.75,18430890,21892853.5,12366833.6666667,1316910.25,1304821.5,727615.5,1882027.5,1211929,704201.5,1719656.5,795736.666666667,840104.5,546157,1134052,1335616,912128,1759104,1873374.5,972190,2774559,1838083.83333333
451182.84514798,4553653.32191247,"143","01","01","1430101",Somosierra,Somosierra,Somosierra Núcleo,"98","1","4",-3.58162189,41.13271927,50376,50376,65129,107850,72887,72887,69505,69505,72586,72586,71223,71454,,,,,,,,,,,,,88978,88978,78184,78184,86649,86649,83279,80149,,,,,24623,24623,24394,44905,2027,2072,7839,7719,3045,3045,6648,5748,2859,2833,4657,4478,,,,,,,,,,,,,3537,3363,5551,5191,3646,3449,6581,5928,,,,,992,1002,2552,5833,68164.9583333333,68432.75,50376,86489.5,71196,72887,69505,66016.5,71962.25,72586,71338.5,83881.25,87813.5,79949,29636.25,24623,34649.5,70313.4166666667,4191.45833333333,4914.25,2049.5,7779,4621.5,3045,6198,2655.83333333333,3706.75,2846,4567.5,4655.75,3498.75,5812.75,2594.75,997,4192.5,5727.08333333333,6680165.91666667,6706409.5,4936848,8475971,6977208,7142926,6811490,6469617,7052300.5,7113428,6991173,8220362.5,8605723,7835002,2904352.5,2413054,3395651,6890714.83333333,410762.916666667,481596.5,200851,762342,452907,298410,607404,260271.666666667,363261.5,278908,447615,456263.5,342877.5,569649.5,254285.5,97706,410865,561254.166666667
450856.921630067,4513178.99439523,"168","02","01","1680201","Vellón, El",El Vellón,El Vellón Núcleo,"1776","1","4",-3.5822928887,40.7681130079,10616,10616,11326,19108,28141,28141,32636,41407,27839,27839,32793,32793,,,,,,,,,,,,,44232,44232,43842,43842,41903,41903,48938,45807,,,,,23025,23025,23933,24254,834,927,1391,6078,1592,1597,5312,7991,1465,1415,4188,4188,,,,,,,,,,,,,2159,1903,5235,5235,2390,2066,6145,6090,,,,,1076,1221,4414,4594,31341.2916666667,12916.5,10616,15217,32581.25,28141,37021.5,29292.6666666667,30316,27839,32793,44337.375,43067.5,45607.25,23559.25,23025,24093.5,33389.9166666667,3312.75,2307.5,880.5,3734.5,4123,1594.5,6651.5,1553.75,2814,1440,4188,3902.875,2129.5,5676.25,2826.25,1148.5,4504,5071.75,55662134,22939704,18854016,27025392,57864300,49978416,65750184,52023776,53841216,49442064,58240368,78743178,76487880,80998476,41841228,40892400,42790056,59300492,5883444,4098120,1563768,6632472,7322448,2831832,11813064,2759460,4997664,2557440,7437888,6931506,3781992,10081020,5019420,2039736,7999104,9007428
454532.619122458,4513209.22535211,"168","01","01","1680101","Espartal, El",El Espartal,El Espartal Núcleo,"158","1","4",-3.5387439142,40.7685968637,8215,8215,6436,6436,32150,32150,74929,74738,31848,31848,34855,34855,,,,,,,,,,,,,48241,48241,45904,45713,45912,45912,47869,50808,,,,,27890,27890,28919,29240,527,545,858,858,1839,1956,9260,8596,1722,1756,4675,5875,,,,,,,,,,,,,2387,2256,5722,5722,2616,2406,6653,6872,,,,,1432,1693,6083,4643,36217.25,7325.5,8215,6436,53491.75,32150,74833.5,32376,33351.5,31848,34855,47325,47076.5,47573.5,28484.75,27890,29079.5,40058.5,3623,697,536,858,5412.75,1897.5,8928,1761.25,3507,1739,5275,4329.25,2416.25,6242.25,3462.75,1562.5,5363,5484.75,5722325.5,1157429,1297970,1016888,8451696.5,5079700,11823693,5115408,5269537,5031984,5507090,7477350,7438087,7516613,4500590.5,4406620,4594561,6329243,572434,110126,84688,135564,855214.5,299805,1410624,278277.5,554106,274762,833450,684021.5,381767.5,986275.5,547114.5,246875,847354,866590.5
441805.292380613,4495647.56259136,"903","01","02","9030102",Soto de Viñuelas,Soto de Viñuelas,Soto de Viñuelas Núcleo,"2473","19","4",-3.6879122413,40.6095975934,13919,13919,14014,13946,15101,15101,19175,18509,24866,24866,23284,38984,,,,,,,,,,,,,18002,18002,20922,20922,17484,17484,19767,19767,,,,,3931,3931,4189,4152,1122,1143,2803,2965,1239,1190,2614,3103,1506,1379,3749,4001,,,,,,,,,,,,,1167,1053,2560,1923,1282,1312,2552,1956,,,,,484,483,1538,1900,16843.2083333333,13949.5,13919,13980,16971.5,15101,18842,15550.5,28000,24866,31134,19043.75,17743,20344.5,4050.75,3931,4170.5,18135.9166666667,1876,2008.25,1132.5,2884,2036.5,1214.5,2858.5,1113.33333333333,2658.75,1442.5,3875,1725.625,1203.5,2247.75,1101.25,483.5,1719,2638.66666666667,41653254.2083333,34497113.5,34421687,34572540,41970519.5,37344773,46596266,38456386.5,69244000,61493618,76994382,47095193.75,43878439,50311948.5,10017504.75,9721363,10313646.5,44850121.9166667,4639348,4966402.25,2800672.5,7132132,5036264.5,3003458.5,7069070.5,2753273.33333333,6575088.75,3567302.5,9582875,4267470.625,2976255.5,5558685.75,2723391.25,1195695.5,4251087,6525422.66666667
440137.521776902,4495460.84192621,"903","01","03","9030103",Tres Cantos,Tres Cantos,Tres Cantos Núcleo,"50282","19","4",-3.707607594,40.6077964867,11102,11102,11385,11385,9569,9569,9793,9793,25241,25241,19920,20052,,,,,,,,,,,,,18377,18377,17494,17494,17859,17859,16358,16358,,,,,1301,1301,1896,1896,792,816,2496,2496,577,599,2138,2138,1434,1297,3315,4069,,,,,,,,,,,,,1106,954,2232,2232,1221,1219,2261,2261,,,,,244,249,995,995,13363.4166666667,11243.5,11102,11385,9681,9569,9793,13908.1666666667,22613.5,25241,19986,17522,18118,16926,1598.5,1301,1896,12818.6666666667,1589,1650,804,2496,1363,588,2138,875.666666666667,2528.75,1365.5,3692,1685.75,1125,2246.5,620.75,246.5,995,2302.33333333333,671939316.833333,565345667,558230764,572460570,486780042,481148458,492411626,699330436.333333,1137052007,1269167962,1004936052,881041204,911009276,851073132,80375777,65416882,95334672,644548197.333333,79898098,82965300,40426728,125503872,68534366,29565816,107502916,44030271.3333333,127150607.5,68660071,185641144,84762881.5,56567250,112958513,31212551.5,12394513,50030590,115765924.666667
455461.221236538,4545455.30036864,"088","01","01","0880101",Montejo de la Sierra,Montejo de la Sierra,Montejo de la Sierra Núcleo,"374","1","4",-3.5300563021,41.059120007,35090,35090,48098,41234,72603,72603,101769,110266,72302,72302,87167,73986,,,,,,,,,,,,,88694,88694,72743,85035,86365,86365,74708,87000,,,,,18977,18977,23196,20686,2507,2573,13078,9118,3488,3524,13897,11337,3307,3288,12189,7812,,,,,,,,,,,,,3968,3847,10239,8679,4107,3945,11218,9428,,,,,1447,1492,4780,3760,65581.25,39878,35090,44666,89310.25,72603,106017.5,62338.5,76439.25,72302,80576.5,83700.5,87529.5,79871.5,20459,18977,21941,68824,6376.16666666667,6819,2540,11098,8061.5,3506,12617,3124.41666666667,6649,3297.5,10000.5,6928.875,3966.75,9891,2869.75,1469.5,4270,9627.91666666667,24527387.5,14914372,13123660,16705084,33402033.5,27153522,39650545,23314599,28588279.5,27040948,30135611,31303987,32736033,29871941,7651666,7097398,8205934,25740176,2384686.33333333,2550306,949960,4150652,3015001,1311244,4718758,1168531.83333333,2486726,1233265,3740187,2591399.25,1483564.5,3699234,1073286.5,549593,1596980,3600840.83333333
462612.790011199,4540222.93669155,"118","01","01","1180101",Puebla de la Sierra,Puebla de la Sierra,Puebla de la Sierra Núcleo,"91","1","4",-3.4446308634,41.012347377,44883,44883,50058,84753,79404,79404,119090,123532,79103,79103,82810,83457,,,,,,,,,,,,,95495,95495,93859,94506,93166,93166,95824,99602,,,,,35099,35099,29510,29509,3433,3500,10561,15110,4699,4721,12780,15180,4485,4536,9255,10935,,,,,,,,,,,,,5040,5077,10122,11982,5189,5181,10871,12952,,,,,2696,2739,5203,5923,76700.4166666667,56144.25,44883,67405.5,100357.5,79404,121311,71191.6666666667,81118.25,79103,83133.5,95139.125,94330.5,95947.75,32304.25,35099,29509.5,82209.1666666667,7590.41666666667,8151,3466.5,12835.5,9345,4710,13980,4274.66666666667,7302.75,4510.5,10095,8301.75,5121.75,11481.75,4140.25,2717.5,5563,10906.1666666667,6979737.91666667,5109126.75,4084353,6133900.5,9132532.5,7225764,11039301,6478441.66666667,7381760.75,7198373,7565148.5,8657660.375,8584075.5,8731245.25,2939686.75,3194009,2685364.5,7481034.16666667,690727.916666667,741741,315451.5,1168030.5,850395,428610,1272180,388994.666666667,664550.25,410455.5,918645,755459.25,466079.25,1044839.25,376762.75,247292.5,506233,992461.166666667
440992.709947982,4514799.30991787,"067","01","01","0670101",Guadalix de la Sierra,Guadalix de la Sierra,Guadalix de la Sierra Núcleo,"6896","19","4",-3.69931868,40.7820597877,17954,20550,19885,19885,19470,19470,20958,20958,38860,38860,39606,62893,,,,,,,,,,,,,42655,42655,45490,45490,42137,42137,44335,44335,,,,,25670,25670,24494,26193,1187,1265,1898,1898,1193,1263,2104,2104,1924,1875,3990,6156,,,,,,,,,,,,,2306,2211,3822,3822,2441,2451,3855,3855,,,,,1298,1429,6805,4105,32942.0833333333,19568.5,19252,19885,20214,19470,20958,31340.6666666667,45054.75,38860,51249.5,43654.25,42396,44912.5,25506.75,25670,25343.5,34543.5,2719.04166666667,1562,1226,1898,1666,1228,2104,1736.91666666667,3486.25,1899.5,5073,3095.375,2352.25,3838.5,3409.25,1363.5,5455,3701.16666666667,227168606.666667,134944376,132761792,137126960,139395744,134265120,144526368,216125237.333333,310697556,267978560,353416552,301039708,292362816,309716600,175894548,177020320,174768776,238211976,18750511.3333333,10771552,8454496,13088608,11488736,8468288,14509184,11977777.3333333,24041180,13098952,34983408,21345706,16221116,26470296,23510188,9402696,37617680,25523245.3333333
425996.602084126,4528299.53304619,"120","02","04","1200204",Rascafría,Rascafría,Rascafría Núcleo,"1495","1","4",-3.878630108,40.9024482636,52664,52664,128752,59805,48142,48142,130168,120922,74874,74874,93887,106987,,,,,,,,,,,,,91266,91266,104937,92563,88937,88937,106902,94527,,,,,33514,33514,169885,159137,2536,2630,10978,12309,3219,3275,11568,11651,3337,3386,7943,10820,,,,,,,,,,,,,3984,3883,8810,8870,4176,4061,9487,9540,,,,,2305,2571,16106,17366,89469.4166666667,73471.25,52664,94278.5,86843.5,48142,125545,64899.5,87655.5,74874,100437,94916.875,90101.5,99732.25,99012.5,33514,164511,114039.333333333,7283.79166666667,7113.25,2583,11643.5,7428.25,3247,11609.5,3280.25,6371.5,3361.5,9381.5,6601.375,4026,9176.75,9587,2438,16736,11287.3333333333,133756777.916667,109839518.75,78732680,140946357.5,129831032.5,71972290,187689775,97024752.5,131044972.5,111936630,150153315,141900728.125,134701742.5,149099713.75,148023687.5,50103430,245943945,170488803.333333,10889268.5416667,10634308.75,3861585,17407032.5,11105233.75,4854265,17356202.5,4903973.75,9525392.5,5025442.5,14025342.5,9869055.625,6018870,13719241.25,14332565,3644810,25020320,16874563.3333333
428033.535546809,4529624.37898398,"120","01","01","1200101",Oteruelo del Valle,Oteruelo del Valle,Oteruelo del Valle Núcleo,"111","1","4",-3.8546021716,40.9145633564,50281,50281,125577,56630,50277,50277,126993,117747,72491,72491,90712,103812,,,,,,,,,,,,,88883,88883,101762,89388,86554,86554,103727,91352,,,,,24528,24528,40348,40348,2371,2445,10547,11878,3333,3417,11137,11220,3180,3206,7512,10389,,,,,,,,,,,,,3850,3701,8379,8439,3997,3847,9056,9109,,,,,1324,1381,3040,3040,76434.3333333333,70692.25,50281,91103.5,86323.5,50277,122370,62169,84876.5,72491,97262,92137.875,87718.5,96557.25,32438,24528,40348,90699.6666666667,5824.91666666667,6810.25,2408,11212.5,7276.75,3375,11178.5,3004.33333333333,6071.75,3193,8950.5,6297.25,3848.75,8745.75,2196.25,1352.5,3040,8645.5,8484211,7846839.75,5581191,10112488.5,9581908.5,5580747,13583070,6900759,9421291.5,8046501,10796082,10227304.125,9736753.5,10717854.75,3600618,2722608,4478628,10067663,646565.75,755937.75,267288,1244587.5,807719.25,374625,1240813.5,333481,673964.25,354423,993505.5,698994.75,427211.25,970778.25,243783.75,150127.5,337440,959650.5
427273.059021548,4528922.6445482,"120","04","01","1200401","Grifos, Los",Los Grifos,Los Grifos Núcleo,"62","1","4",-3.863549613,40.9081753136,53903,53903,126692,57745,47200,47200,128108,118862,76113,76113,91827,104927,,,,,,,,,,,,,92505,92505,102877,90503,90176,90176,104842,92467,,,,,28150,28150,41463,41463,2603,2690,11448,12779,3155,3186,12038,12121,3440,3451,8413,11290,,,,,,,,,,,,,4061,3958,9280,9340,4226,4110,9957,10010,,,,,1565,1640,3941,3941,78244.5833333333,73060.75,53903,92218.5,85342.5,47200,123485,64674.5,87245,76113,98377,94506.375,91340.5,97672.25,34806.5,28150,41463,91814.6666666667,6360.125,7380,2646.5,12113.5,7625,3170.5,12079.5,3173.75,6648.5,3445.5,9851.5,6867.75,4088.75,9646.75,2771.75,1602.5,3941,9546.5,4851164.16666667,4529766.5,3341986,5717547,5291235,2926400,7656070,4009819,5409190,4719006,6099374,5859395.25,5663111,6055679.5,2158003,1745300,2570706,5692509.33333333,394327.75,457560,164083,751037,472750,196571,748929,196772.5,412207,213621,610793,425800.5,253502.5,598098.5,171848.5,99355,244342,591883
459245.861897419,4522778.4016055,"107","03","01","1070301",Patones de Abajo,Patones de Abajo,Patones de Abajo Núcleo,"558","1","4",-3.4835239888,40.8550452323,6129,6129,10084,8001,45575,45575,86226,84143,45274,45274,46818,44735,,,,,,,,,,,,,61667,61667,57868,55785,59338,59338,59833,60880,,,,,31464,31464,44860,28268,459,462,1845,1605,2401,2425,8987,9047,2278,2252,4979,5039,,,,,,,,,,,,,2896,2749,6146,6206,3087,2893,7073,7236,,,,,1580,1733,8787,9301,45266.4583333333,7585.75,6129,9042.5,65379.75,45575,85184.5,41574.5,45525.25,45274,45776.5,59547,60502.5,58591.5,34014,31464,36564,48958.4166666667,4227.75,1092.75,460.5,1725,5715,2413,9017,2101.25,3637,2265,5009,4785.75,2906.25,6665.25,5350.25,1656.5,9044,6354.25,25258683.75,4232848.5,3419982,5045715,36481900.5,25430850,47532951,23198571,25403089.5,25262892,25543287,33227226,33760395,32694057,18979812,17556912,20402712,27318796.5,2359084.5,609754.5,256959,962550,3188970,1346454,5031486,1172497.5,2029446,1263870,2795022,2670448.5,1621687.5,3719209.5,2985439.5,924327,5046552,3545671.5
458463.931654638,4524007.69253069,"107","04","01","1070401",Patones de Arriba,Patones de Arriba,Patones de Arriba Núcleo,"46","1","4",-3.49288289,40.8660795788,8265,8265,12526,12526,47711,47711,88668,66912,47410,47410,49260,49259,,,,,,,,,,,,,63803,63803,60310,60308,61474,61474,62275,62272,,,,,33600,33600,47302,31403,727,738,3676,3676,2653,2715,10818,12244,2517,2508,6810,8730,,,,,,,,,,,,,3220,3015,7977,9777,3334,3179,8904,10747,,,,,1836,2016,10618,9478,46981.125,10395.5,8265,12526,62750.5,47711,77790,43710.5,48334.75,47410,49259.5,61964.875,62638.5,61291.25,36476.25,33600,39352.5,50251.75,5496.375,2204.25,732.5,3676,7107.5,2684,11531,2371.5,5141.25,2512.5,7770,6269.125,3187,9351.25,5987,1926,10048,8621.25,2161131.75,478193,380190,576196,2886523,2194706,3578340,2010683,2223398.5,2180860,2265937,2850384.25,2881371,2819397.5,1677907.5,1545600,1810215,2311580.5,252833.25,101395.5,33695,169096,326945,123464,530426,109089,236497.5,115575,357420,288379.75,146602,430157.5,275402,88596,462208,396577.5
461053.997044069,4488296.08652592,"053","01","01","0530101",Daganzo de Arriba,Daganzo de Arriba,Daganzo de Arriba Núcleo,"10673","2","4",-3.459930694,40.5445020767,12488,12488,12751,12751,21442,22298,28785,28785,20792,17826,28145,28145,,,,,,,,,,,,,34820,34412,33375,53978,31660,32083,27690,30527,,,,,10361,10361,11685,11811,1031,1037,2314,2314,1451,1288,5693,5693,1337,1210,4570,5290,,,,,,,,,,,,,1852,1756,4593,5754,1972,1891,5061,5492,,,,,716,748,1884,1745,23727.4583333333,12619.5,12488,12751,25327.5,21870,28785,21752.5833333333,23727,19309,28145,34818.125,33243.75,36392.5,11054.5,10361,11748,25702.3333333333,2778.83333333333,1674,1034,2314,3531.25,1369.5,5693,1357.41666666667,3101.75,1273.5,4930,3546.375,1867.75,5225,1273.25,732,1814.5,4200.25,253243162.791667,134687923.5,133284424,136091423,270320407.5,233418510,307222305,232165321.916667,253238271,206084957,300391585,371613848.125,354810543.75,388417152.5,117984678.5,110582953,125386404,274321003.666667,29658488.1666667,17866602,11035882,24697322,37689031.25,14616673.5,60761389,14487708.0833333,33104977.75,13592065.5,52617890,37850460.375,19934495.75,55766425,13589397.25,7812636,19366158.5,44829268.25
441342.359092524,4518868.22065957,"094","02","01","0940201","Arreturas, Las",Las Arreturas,Las Arreturas Núcleo,"10","1","4",-3.695557654,40.8187371126,19038,19038,106396,26935,29473,29473,30533,30511,41386,41386,69800,42308,,,,,,,,,,,,,52657,52657,55065,55044,52139,55450,53910,53889,,,,,21103,21103,22149,22149,1480,1542,12916,4980,1802,1845,4283,4386,2346,2325,8236,7214,,,,,,,,,,,,,2870,2775,6123,6280,3044,2994,6150,6304,,,,,1398,1448,5022,5022,41816.3333333333,42851.75,19038,66665.5,29997.5,29473,30522,36241.9166666667,48720,41386,56054,53851.375,53225.75,54477,21626,21103,22149,47390.75,4282.70833333333,5229.5,1511,8948,3079,1823.5,4334.5,2155.75,5030.25,2335.5,7725,4567.5,2920.75,6214.25,3222.5,1423,5022,6409.66666666667,418163.333333333,428517.5,190380,666655,299975,294730,305220,362419.166666667,487200,413860,560540,538513.75,532257.5,544770,216260,211030,221490,473907.5,42827.0833333333,52295,15110,89480,30790,18235,43345,21557.5,50302.5,23355,77250,45675,29207.5,62142.5,32225,14230,50220,64096.6666666667
441936.060651109,4518024.83643681,"094","06","01","0940601",Sococar,Sococar,Sococar Núcleo,"16","1","4",-3.6884395345,40.8111822367,18075,18075,22829,22829,25554,25554,26355,26355,40424,40424,43133,42561,,,,,,,,,,,,,48739,48739,50887,50887,48220,54487,49732,49732,,,,,21026,21026,28020,22402,1029,1072,3296,3296,1347,1366,2664,2764,1906,1867,4303,5950,,,,,,,,,,,,,2439,2298,4504,4658,2585,2540,4531,4682,,,,,1196,1258,7118,3758,35252.7083333333,20452,18075,22829,25954.5,25554,26355,34195.25,41635.5,40424,42847,50177.875,50046.25,50309.5,23118.5,21026,25211,36310.1666666667,3017.79166666667,2173.25,1050.5,3296,2035.25,1356.5,2714,1741.91666666667,3506.5,1886.5,5126.5,3529.625,2465.5,4593.75,3332.5,1227,5438,4293.66666666667,564043.333333333,327232,289200,365264,415272,408864,421680,547124,666168,646784,685552,802846,800740,804952,369896,336416,403376,580962.666666667,48284.6666666667,34772,16808,52736,32564,21704,43424,27870.6666666667,56104,30184,82024,56474,39448,73500,53320,19632,87008,68698.6666666667
443800.420888011,4519681.89586756,"094","07","01","0940701","Viñas I, Las",Las Viñas I,Las Viñas I Núcleo,"42","1","4",-3.666485441,40.8262386548,16021,16021,25917,25917,28646,28646,29568,29537,38369,38369,46221,39740,,,,,,,,,,,,,54762,54762,54101,50790,52432,52432,52946,52915,,,,,18086,18086,31109,19581,1067,1104,3670,3670,1585,1638,2947,3678,1955,1906,4677,5724,,,,,,,,,,,,,2618,2406,4787,6591,2796,2564,4814,5596,,,,,986,1025,7492,3532,36457.25,20969,16021,25917,29099.25,28646,29552.5,34719.3333333333,40674.75,38369,42980.5,53142.5,53597,52688,21715.5,18086,25345,38195.1666666667,3284.5,2377.75,1085.5,3670,2462,1611.5,3312.5,1804.16666666667,3565.5,1930.5,5200.5,4021.5,2596,5447,3258.75,1005.5,5512,4764.83333333333,1531204.5,880698,672882,1088514,1222168.5,1203132,1241205,1458212,1708339.5,1611498,1805181,2231985,2251074,2212896,912051,759612,1064490,1604197,137949,99865.5,45591,154140,103404,67683,139125,75775,149751,81081,218421,168903,109032,228774,136867.5,42231,231504,200123
